province,city,year,month,price
北京,海淀,2011,08,32982
北京,海淀,2011,07,33018
北京,海淀,2011,06,33002
北京,海淀,2011,05,33027
北京,海淀,2011,04,33152
北京,海淀,2011,03,32944
北京,海淀,2011,02,31992
北京,海淀,2011,01,31293
北京,朝阳,2011,12,27880
北京,朝阳,2011,11,28351
北京,朝阳,2011,10,28789
北京,朝阳,2011,09,29015
北京,朝阳,2011,08,29075
北京,朝阳,2011,07,29063
北京,朝阳,2011,06,29197
北京,朝阳,2011,05,29223
北京,朝阳,2011,04,29348
北京,朝阳,2011,03,29444
北京,朝阳,2011,02,28969
北京,朝阳,2011,01,28150
北京,北京,2014,12,37294
北京,北京,2014,11,37128
北京,北京,2014,10,36994
北京,北京,2014,09,36722
北京,北京,2014,08,37323
北京,北京,2014,07,37716
北京,北京,2014,06,39378
北京,北京,2014,05,39429
北京,北京,2014,04,39812
北京,北京,2014,03,40554
北京,北京,2014,02,40592
北京,北京,2014,01,40428
北京,北京,2015,12,39437
北京,北京,2015,11,40851
北京,北京,2015,10,40702
北京,北京,2015,09,40448
北京,北京,2015,08,40168
北京,北京,2015,07,39691
北京,北京,2015,06,38850
北京,北京,2015,05,38716
北京,北京,2015,04,38231
北京,北京,2015,03,37876
北京,北京,2015,02,37732
北京,北京,2015,01,37261
北京,北京,2016,12,57597
北京,北京,2016,11,56059
北京,北京,2016,10,53552
北京,北京,2016,09,50136
北京,北京,2016,08,47135
北京,北京,2016,07,45797
北京,北京,2016,06,44854
北京,北京,2016,05,44752
北京,北京,2016,04,44387
北京,北京,2016,03,42083
北京,北京,2016,02,40042
北京,北京,2016,01,39620
北京,北京周边,2014,12,9024
北京,北京周边,2014,11,9366
北京,北京周边,2014,10,9548
北京,北京周边,2014,09,9372
北京,北京周边,2014,08,9094
北京,北京周边,2014,07,9383
北京,北京周边,2014,06,9813
北京,北京周边,2014,05,9748
北京,北京周边,2014,04,9733
北京,北京周边,2014,03,10045
北京,北京周边,2014,02,10095
北京,北京周边,2014,01,10245
北京,北京周边,2015,12,10414
北京,北京周边,2015,11,10628
北京,北京周边,2015,10,10518
北京,北京周边,2015,09,10472
北京,北京周边,2015,08,9682
北京,北京周边,2015,07,9364
北京,北京周边,2015,06,9111
北京,北京周边,2015,05,9058
北京,北京周边,2015,04,9023
北京,北京周边,2015,03,9125
北京,北京周边,2015,02,9092
北京,北京周边,2015,01,8952
北京,北京周边,2016,12,18518
北京,北京周边,2016,11,18420
北京,北京周边,2016,10,18339
北京,北京周边,2016,09,16061
北京,北京周边,2016,08,15048
北京,北京周边,2016,07,14377
北京,北京周边,2016,06,12831
北京,北京周边,2016,05,12964
北京,北京周边,2016,04,13065
北京,北京周边,2016,03,12170
北京,北京周边,2016,02,10969
北京,北京周边,2016,01,10459
北京,延庆,2016,12,18445
北京,延庆,2016,11,19846
北京,延庆,2016,10,21221
北京,延庆,2016,09,14999
北京,延庆,2016,08,14778
北京,延庆,2016,07,15063
北京,延庆,2016,06,15556
北京,延庆,2016,05,14016
北京,延庆,2016,04,9950
北京,延庆,2016,03,8855
北京,延庆,2016,02,6482
北京,延庆,2016,01,6463
北京,平谷,2016,12,18152
北京,平谷,2016,11,18195
北京,平谷,2016,10,17222
北京,平谷,2016,09,15809
北京,平谷,2016,08,15700
北京,平谷,2016,07,15483
北京,平谷,2016,06,15655
北京,平谷,2016,05,15413
